x_m,y_m
-1.526579185520372306e+01,1.035746606334849051e+00
-1.515814479638019208e+01,9.503167420814550015e-01
-1.505764705882363330e+01,9.273755656108666479e-01
-1.495000000000009877e+01,9.242533936651653459e-01
-1.485000000000010090e+01,9.264705882353010402e-01
-1.475000000000009948e+01,9.300000000000070433e-01
-1.465000000000009805e+01,9.300000000000070433e-01
-1.455000000000009663e+01,9.341176470588306024e-01
-1.445000000000009699e+01,9.282805429864322555e-01
-1.435000000000009379e+01,9.161085972850746550e-01
-1.425000000000009592e+01,9.012217194570200096e-01
-1.415000000000009628e+01,8.872398190045309718e-01
-1.405000000000009308e+01,8.777828054298701943e-01
-1.395000000000009344e+01,8.764705882352998856e-01
-1.385000000000009379e+01,8.800000000000058886e-01
-1.370000000000009166e+01,8.800000000000058886e-01
-1.355000000000009130e+01,8.800000000000058886e-01
-1.345000000000009166e+01,8.835294117647118917e-01
-1.335000000000009024e+01,8.822171945701415829e-01
-1.325000000000008882e+01,8.727601809954810275e-01
-1.315000000000008917e+01,8.587782805429923227e-01
-1.305000000000008775e+01,8.438914027149380104e-01
-1.295000000000008633e+01,8.317194570135804099e-01
-1.285000000000008491e+01,8.258823529411822850e-01
-1.275000000000008527e+01,8.300000000000058442e-01
-1.265000000000008384e+01,8.300000000000058442e-01
-1.255000000000008242e+01,8.300000000000058442e-01
-1.240000000000008384e+01,8.300000000000058442e-01
-1.225000000000008171e+01,8.300000000000058442e-01
-1.210000000000008136e+01,8.300000000000058442e-01
-1.195000000000008100e+01,8.300000000000058442e-01
-1.185000000000007958e+01,8.300000000000058442e-01
-1.175000000000007816e+01,8.300000000000058442e-01
-1.160000000000007780e+01,8.300000000000058442e-01
-1.145000000000007745e+01,8.300000000000058442e-01
-1.135000000000007603e+01,8.300000000000058442e-01
-1.125000000000007461e+01,8.300000000000058442e-01
-1.115000000000007496e+01,8.335294117647116252e-01
-1.105000000000007176e+01,8.322171945701415385e-01
-1.095000000000007390e+01,8.227601809954807610e-01
-1.085000000000007248e+01,8.087782805429921673e-01
-1.075000000000007105e+01,7.938914027149377439e-01
